bts;nearest;distance
Piediluco;Mazzelvetta;728.0702235365181
Giuncano Poggio Lavarino;Montebibico;2794.7981022369504
Colle Secozza Terni;Colle Rosso;3583.469419449988
Terracina;Monte Leano;4361.283764415148
SantAgostino;Buonacompra;6060.9054661984965
Tertenia;Bari Sardo;18377.1915189199
Tezze sul Brenta;Rosà;6165.2671724012025
Thiene;Zugliano;5127.960230494519
Tignale;Prabione;3813.72146606937
Prabione;Tremosine;2880.003416115941
Bassa Valle Aterno;Fontecchio;5361.524899651316
Villa di Tirano;Costamoscia;4554.231184098354
Tivoli Villa Adriana;Colle Ripoli;3249.19031175937
Tolfa;La Bianca;3903.1220237664907
Verzegnis;Villa Santina;2645.787303402907
Torchiara;Monte Stella;9382.90184820319
Brufa;Torgiano;7096.598239680924
Monte delle Croci;Morano;5643.476036758784
Belvedere Centro;Casa Monti;9095.806780696916
Torgiano;Deruta;2600.3100529386043
Sozzago;Terdobbiate;2837.82440109427
Gravellona Lomellina;Cilavegna;2519.656635061321
Tornaco;Terdobbiate;2798.7000326247107
Casello Nord;Casello Sud;811.3233961140712
Casello Sud;Casello Nord;811.3233961140712
Torre Canavese;Castellamonte;4111.225873913243
Torredepasseri;Scafa;4486.731176304284
Torre di Mosto;San Stino di Livenza;5459.589270744427
Stretti;Torre di Mosto;5883.26062931867
Torre Orsaia;Santa Maria Ispani;8814.416833917756
Valli Del Pasubio;Monte Raga;5200.1956687781285
Colle Carunchina;Castiglione Messer Marino;7047.591213417409
Masseria;Cascina Sannio;4903.900245695928
Cascina Sannio;Masseria;4903.900245695928
Carini;Montagnalonga;8757.641173068616
Torriglia;Pian Croso;6263.513669232978
Tortolì;Arzana;8935.923885141088
Tovo San Giacomo;Giustenice;1683.441735683967
Banco Sicilia;Contrada Sperone;3180.2193604924482
Tramutola;Villa Dagri;6083.110774457187
Oncedis;Avasinis;2714.8568676583945
Trasaghis;Avasinis;2338.6065624963294
Avasinis;Trasaghis;2338.6065624963294
Trasquera;Varzo;2634.3121253635845
Bugliaga;Trasquera;2695.059126314915
Basilicanova;Case Cavalli;2837.9627361104635
Corinaldo;Arceviese;6722.0380285063775
Trecate;Pernate;4555.925508659725
Cerano;Sozzago;4738.318589995071
Trecenta;Badia Polesine;6083.501554264931
Ficarolo;Salara;5742.513754675999
Rocca San Casciano;Tontola Santa Marina;4889.255291221267
Tredozio ;Monte Busca;6050.039848034055
Monte Busca;Portico di Romagna Centro PAL;3304.305355771989
Tremosine;Prabione;2880.003416115941
Trento Sud;Maranza;3112.552477872171
Signoressa;Montebelluna;5233.38473439356
Treviso Sud;Treviso;2326.847355689456
Dosson;Casier;2536.4824838307877
Casier;Dosson;2536.4824838307877
Foligno SantEraclio;Foligno Nord;6509.865609751983
Trezzano Rosa;Pozzo dadda;2324.692075588679
Trino Vercellese;Camino Monferrato;6430.304282015268
Tricesimo;Remugnano;3057.877114863756
Conconello;Valmaura;5878.514553693935
Muggia;Valmaura;4778.221984449716
Valmaura;Muggia;4778.221984449716
Trisobbio;Molare;2706.717230554366
Trivignano Udinese;Chiopris;3963.1633461275887
Troina Est;Troina;4879.9442780616855
Troina;Troina Est;4879.9442780616855
Turbigo;RobecchettoConInduno Industriale;2537.8423476450225
Turrivalignani;Scafa;4124.187682843946
Tursi;Colobraro;6776.9260738108915
Ubiale;SantAntonio Abbandonato;2442.0203675117846
Udine Chiavris;Pasian di Prato;3899.639322717088
Udine Telefriuli;Remugnano;3656.068552879558
Urbania;Monte San Cipriano;5923.825728038285
Ca' Tassino;Monte della Cesana;3991.5471677933892
Urbisaglia;Colle Tolentino;6446.195854770386
Uri;Ittiri;6991.048804521651
Bronzolo;Caldaro;4837.93846185442
Vagli;Gorfigliano;4330.847669311917
Presenzano;Vairano;5342.4867046955005
Tuororame;Monte La Frascara;4180.11613484182
Marzanello;Vairano;2188.4839219022797
SantAntonio Abbandonato;Ubiale;2442.0203675117846
Brembilla;SantAntonio Abbandonato;4154.586526830797
Col Alto;Monte Rite;1299.1805900597858
Col Baion;Col Alto;8382.363818869404
San Martino (SO);Filorera;3327.523017292907
Filorera;San Martino (SO);3327.523017292907
Lizzola;Monte Avert;2191.799381655622
Monte Avert;Lizzola;2191.799381655622
Lora Bassa;Col del Rosso;4572.884433581077
Cascina Pian;Prasanto;2747.4537275661246
Traversella;Pecco;3698.6794811172776
Pecco;Traversella;3698.6794811172776
Valdagno;Muzzolon;3565.258583285882
Valdaora;Plan de Corones;8129.474637021141
Scianno;Semogo;2283.467177956822
Semogo;Scianno;2283.467177956822
Piatta;Valdisotto;1923.1695747458414
Valdisotto Cepina;Valdisotto;749.8162324607847
La Rocca SO;Piatta;2472.4012099593365
Valdisotto;Valdisotto Cepina;749.8162324607847
Valdobbiadene;Segusino;2880.6589025534786
La Colma;Isella;2655.3544642187308
Rastiglione;Cellio;1891.4684688078614
Salionze;Monzambano;3256.07386060576
Peschiera del Garda;Pozzolengo;4089.083809876168
Castelnuovo del Garda;Sona;4340.087878085959
Castiglione Mantovano;Roverbella;2342.469871482333
Valeggio Sul Mincio;Volta Mantovana;3784.805368595817
Santa Caterina;Santa Caterina Valfurva;2826.835104536103
Santa Caterina Valfurva;Santa Caterina;2826.835104536103
VillaChini;Marchirolo;3113.5211045685264
Valgoglio;Bani Ardesio RAI;2332.714372542221
Bonne;Planaval;5426.589906310606
Zendri;Ala;7595.003045589665
Cadipietra;Lutago;6663.952243988272
Falmenta;Gurro;2225.394102335674
Morrice;Valle Castellana;3820.096321818345
Crinale Bonanotte;Valle Castellana;4150.59817954641
Valle Castellana;Morrice;3820.096321818345
Valle Lomellina;Sartirana Lomellina nord;3597.8659552576023
Breme;Sartirana Lomellina nord;3618.3334759026793
Vallecorsa;Amaseno;5998.800656832796
Terlago;Paganella;5157.709405516287
Vallelunga Pratameno;Caltavuturo;16168.497161221523
Valleve;Valgussera;2423.6034171466595
Vallio Terme;Serle;3663.4580116370507
Filagni;Gallo;2570.9527396368417
Boio;Ca Pennette;3002.215979495678
Gallo;Filagni;2570.9527396368417
Valsamoggia;Bersagliera;4133.268405806689
Bersagliera;Fontemaggiore;3804.5008296848355
Creton;Les Toules;414.46698633805977
Les Toules;Creton;414.46698633805977
Luzzogno;Massiola;2116.5131734114007
Forno (VB);Sambughetto;3623.423784145291
Valtorta Paese;Valtorta;1054.4070146480803
Valtorta;Valtorta Paese;1054.4070146480803
Plan Maison;Plateau Rosa;4147.583237896927
Plateau Rosa;Plan Maison;4147.583237896927
Salette;La Muranche;2521.3550894766026
La Muranche;Salette;2521.3550894766026
Barzona;Bannio;2240.0937412237154
Pombia;Varallo Pombia;1257.2659201300364
Varallo;Monte Quarone VC;3510.192734026165
Vineau;Verne;1680.1497903238132
Verne;Vineau;1680.1497903238132
Chiappe;Varese Ligure Ginestre;3186.52996484874
Monte Pelato;Monte Porcile;3451.026386649567
Comuneglia;San Carlo;1108.5507227832652
Varese Ligure Ginestre;Chiappe;3186.52996484874
San Carlo;Comuneglia;1108.5507227832652
Monte Porcile;Monte Pelato;3451.026386649567
Roccolo (Rasa);Campo dei Fiori;2398.461029315434
Galliate;Daverio;1506.564624114865
Varese Palace;Villa Valerio;2453.5396410554963
Induno Olona;Arcisate;2609.010982231434
San Domenico;Bugliaga;4486.141891343596
Varzo;Trasquera;2634.3121253635845
Montalfano;San Salvo;3311.3341341541563
Vazzano Pizzoni;Soriano Calabro;4297.328797064215
Vedelago;Castelminio;4706.349082128806
Velletri Nord;Velletri;2635.004297804787
Velletri San Raffaele;Velletri;2720.2894426851526
Velturno;Bressanone;7020.104368808365
Venezia;Marghera;8680.164414715111
Succiso Nuovo;Succiso;1418.0740246728626
Ramiseto;Vetto D'Enza;4690.651296098721
Latte;Grimaldi;1002.6342929391672
Bevera;Latte;2559.0034699833827
Venzone;Gemona;2786.831156017142
Intra;Bienna;1674.4394853883014
Verbania;Pallanza;1188.929773779914
Pallanza;Verbania;1188.929773779914
San Germano;Carisio;7666.182968028188
Caresanablot;Vercelli Cappuccini;7553.653057921397
Cinzano;Roddi;3424.030449153795
Vergato PAL;Vergato;2127.840476298647
Tolè;Vergato PAL;6932.169585973105
Monte Corvo;Monte Corvo Lepida;2055.8794667176376
VergiateCS;Vergiate;712.389899112686
Vergiate;VergiateCS;712.389899112686
Vermiglio;Salvat;5766.875274328642
Passo del Tonale;Corno dAola;5459.83992123836
Vernante;Robilante;3609.140493484869
Robilante;Robilante Montasso;3189.015646010633
Corniglia La Bianca;Riomaggiore;3773.8318682737126
Vernio;Monte Cuccoli;3131.746602796405
Veroli Iritel;Colle Cologni;6992.287152684907
Verona;Verona Sud;2985.10210900242
Verona Est;Torricelle;3865.094994806394
Villa Verucchio;Monte Fotogno;3538.050065606959
Pietracuta;Villa Verucchio;4640.369351784589
Borghi (FC);Villa Verucchio;5622.504554975944
Monte Colmo;Agnosine;7047.904839954562
Corno dAola;Vione Canè;4416.824668445042
Vezza dOglio;Vione Canè;4401.306435998782
Viadana;Boretto;4918.479615493458
Mezzani;Casalmaggiore;6808.655442927297
Viagrande;Monte Gorna;4142.240088522113
Prediera;Monte Duro;1643.3508489610513
Viano;Telarolo;2153.8794454843196
Telarolo;Viano;2153.8794454843196
Stiava;Montramito;2066.6905599065276
Vibo Valentia;Vazzano Pizzoni;12510.78897686138
Villamare;Santa Maria Ispani;2496.555205528372
Vicalvi;Alvito;2951.374416090794
Vicari;Ciminna;8101.871508061861
Creazzo;Berico;3435.1906744440985
Torri di Quartesolo;Arcugnano;6542.027875269571
Vico del Gargano;Coppa del Fornaro;7541.394044245754
Coppa del Fornaro;Vico del Gargano;7541.394044245754
Massaquano;Monte Faito;3404.122591385323
Fiamenga;Mondovi centro;5951.8360242531235
S.Maria Coghinas;Badesi;6313.816660101389
Samone Nord;Monte Belgaro;7525.2886847010905
Spilamberto;La Torre;5402.248552493757
Vigone;Pancalieri;6465.210159393749
Spinimbecco;Villa Bartolomea;4407.879363105435
Villa dAlmè;Valbona;3975.9571208932016
Roncola Botto;Roncola;1395.3906671228244
Brembate;Villa dAlmè;4548.021151403321
Palazzago;Roncola;1862.607812189398
Villa del Conte;San Giorgio in Bosco;4025.8589515505405
San Giorgio in Bosco;Villa del Conte;4025.8589515505405
Villa di Chiavenna;Chiavenna;6821.331079609664
Monte Surano;Frassinoro;7836.086149637457
Villadossola;Cardezza;1871.3174568971676
Fomarco;Pieve Vergonte;929.2866314546171
Dossobuono;Verona Sud;3333.404129835761
Buttapietra;Vallese;7003.023320693592
Villafranca Veronese;Dossobuono;6624.139425623108
Vacri;Ripa Teatina;3526.31881237629
Villanuova sul Clisi;Gavardo;1718.5380646441545
Monte Nieddu;Villaputzu;6551.325096372117
Villar Dora;Celle;2297.8996660065636
Villar Perosa;San Germano Chisone;3856.791763006228
Villarbasse;Bruino;2726.391172221344
Parete Sud;Parete Nord;1478.3205597835865
Villarosa;Enna;10690.949073708734
Villasalto;Monte Nieddu;15000.767725857902
Villasimius Tanka;Villasimius Sa Suergia;1873.977389503429
Villasimius Sa Suergia;Villasimius Tanka;1873.977389503429
Villavallelonga;Gioia dei Marsi;9342.898954412838
Cavalese;Molina di Fiemme;3427.126437239152
Lancenigo;Villorba;3194.00787044795
Vinchiaturo;Vinchiaturo Monte;3002.7199497949855
Vinovo;Moncalieri;9853.14661086315
Viola;Pian del Bal;3184.0456318506067
Vione Canè;Vezza dOglio;4401.306435998782
Campo di Trens;Valle Isarco;5892.408848393929
Valle Isarco;Campo di Trens;5892.408848393929
Vische;Villareggia;2786.124821140345
Saccovescio;Colle San Martino;1248.645390475643
Vito D'Asio;Monte Prat;3748.31631710296
San Giacomo di Veglia;Vittorio Veneto;1815.1255230371758
Vittorio Veneto;San Giacomo di Veglia;1815.1255230371758
Borgo Maren;Fais;1933.0703455518055
Bellona tramonto;Camigliano;2496.8740530378964
Vo Euganeo;Monte Venda;4321.5777724515365
Valle del Boite;Col Alto;3048.1861950705816
PozzolGroppo;Monleale;4280.838843057364
Cadaborgo;Monleale;2743.8355819916706
Voghera;Casei Gerola;6632.5011451656765
Saline di Volterra;Volterra;6536.080539969483
Calenzone;Varzi Torrone;6225.707257313444
ZemeNord;Valle Lomellina;5659.227457257383
Pey;Belnome;4812.578875824299
Belnome;Ottone;4103.279252207199
Zeri Monte Vaio;Arzelato;6066.383482805523
Zero Branco;Scorzè;3993.890821886487
Zibido San giacomo;Binasco;3864.2555211412596
Santo Stefano VR;Lonigo;4399.05301429173
Zone;Monte Creò;5772.408441239411
Zuccarello;Pizzo Cereso;2440.221441634546
Zugliano;Thiene;5127.960230494519
